Extraction des impliquants premiers
T: Déjà Traité  P: Premier  A: en attente

Groupage N°1
T 11100-00--1
T 1110-000--1
T 111-0000--1
T 111000--0-1
T 11100-0-0-1
T 1110-00-0-1
T 111-000-0-1
T 11100--00-1
T 1110-0-00-1
T 111-00-00-1
T 1110--000-1
T 111-0-000-1
T 111--0000-1
T 111000---01
T 11100-0--01
T 1110-00--01
T 111-000--01
T 11100--0-01
T 1110-0-0-01
T 111-00-0-01
T 1110--00-01
T 111-0-00-01
T 111--000-01
T 11100---001
T 1110-0--001
T 111-00--001
T 1110--0-001
T 111-0-0-001
T 111--00-001
T 1110---0001
T 111-0--0001
T 000---11111
T 00-0--11111
T 0-00--11111
T -000--11111
T 00--0-11111
T 0-0-0-11111
T -00-0-11111
T 0--00-11111
T -0-00-11111
T --000-11111
T 00---011111
T 0-0--011111
T -00--011111
T 0--0-011111
T -0-0-011111
T --00-011111
T 0---0011111
T -0--0011111
T --0-0011111
T ---00011111
T 000--1-1111
T 00-0-1-1111
T 0-00-1-1111
T -000-1-1111
T 00--01-1111
T 0-0-01-1111
T -00-01-1111
T 0--001-1111
T -0-001-1111
T --0001-1111
T 00---101111
T 0-0--101111
T -00--101111
T 0--0-101111
T -0-0-101111
T --00-101111
T 0---0101111
T -0--0101111
T --0-0101111
T ---00101111
T 000--11-111
T 00-0-11-111
T 0-00-11-111
T -000-11-111
T 00--011-111
T 0-0-011-111
T -00-011-111
T 0--0011-111
T -0-0011-111
T --00011-111
T 00---110111
T 0-0--110111
T -00--110111
T 0--0-110111
T -0-0-110111
T --00-110111
T 0---0110111
T -0--0110111
T --0-0110111
T ---00110111
T 000--111-11
T 00-0-111-11
T 0-00-111-11
T -000-111-11
T 00--0111-11
T 0-0-0111-11
T -00-0111-11
T 0--00111-11
T -0-00111-11
T --000111-11
T 00---111011
T 0-0--111011
T -00--111011
T 0--0-111011
T -0-0-111011
T --00-111011
T 0---0111011
T -0--0111011
T --0-0111011
T ---00111011
T 000--1111-1
T 00-0-1111-1
T 0-00-1111-1
T -000-1111-1
T 00--01111-1
T 0-0-01111-1
T -00-01111-1
T 0--001111-1
T -0-001111-1
T --0001111-1
T 00---111101
T 0-0--111101
T -00--111101
T 0--0-111101
T -0-0-111101
T --00-111101
T 0---0111101
T -0--0111101
T --0-0111101
T ---00111101
T 000-1--1111
T 00-01--1111
T 0-001--1111
T -0001--1111
T 00--10-1111
T 0-0-10-1111
T -00-10-1111
T 0--010-1111
T -0-010-1111
T --0010-1111
T 00--1-01111
T 0-0-1-01111
T -00-1-01111
T 0--01-01111
T -0-01-01111
T --001-01111
T 0---1001111
T -0--1001111
T --0-1001111
T ---01001111
T 000-1-1-111
T 00-01-1-111
T 0-001-1-111
T -0001-1-111
T 00--101-111
T 0-0-101-111
T -00-101-111
T 0--0101-111
T -0-0101-111
T --00101-111
T 00--1-10111
T 0-0-1-10111
T -00-1-10111
T 0--01-10111
T -0-01-10111
T --001-10111
T 0---1010111
T -0--1010111
T --0-1010111
T ---01010111
T 000-1-11-11
T 00-01-11-11
T 0-001-11-11
T -0001-11-11
T 00--1011-11
T 0-0-1011-11
T -00-1011-11
T 0--01011-11
T -0-01011-11
T --001011-11
T 00--1-11011
T 0-0-1-11011
T -00-1-11011
T 0--01-11011
T -0-01-11011
T --001-11011
T 0---1011011
T -0--1011011
T --0-1011011
T ---01011011
T 000-1-111-1
T 00-01-111-1
T 0-001-111-1
T -0001-111-1
T 00--10111-1
T 0-0-10111-1
T -00-10111-1
T 0--010111-1
T -0-010111-1
T --0010111-1
T 00--1-11101
T 0-0-1-11101
T -00-1-11101
T 0--01-11101
T -0-01-11101
T --001-11101
T 0---1011101
T -0--1011101
T --0-1011101
T ---01011101
T 000-11--111
T 00-011--111
T 0-0011--111
T -00011--111
T 00--110-111
T 0-0-110-111
T -00-110-111
T 0--0110-111
T -0-0110-111
T --00110-111
T 00--11-0111
T 0-0-11-0111
T -00-11-0111
T 0--011-0111
T -0-011-0111
T --0011-0111
T 0---1100111
T -0--1100111
T --0-1100111
T ---01100111
T 000-11-1-11
T 00-011-1-11
T 0-0011-1-11
T -00011-1-11
T 00--1101-11
T 0-0-1101-11
T -00-1101-11
T 0--01101-11
T -0-01101-11
T --001101-11
T 00--11-1011
T 0-0-11-1011
T -00-11-1011
T 0--011-1011
T -0-011-1011
T --0011-1011
T 0---1101011
T -0--1101011
T --0-1101011
T ---01101011
T 000-11-11-1
T 00-011-11-1
T 0-0011-11-1
T -00011-11-1
T 00--11011-1
T 0-0-11011-1
T -00-11011-1
T 0--011011-1
T -0-011011-1
T --0011011-1
T 00--11-1101
T 0-0-11-1101
T -00-11-1101
T 0--011-1101
T -0-011-1101
T --0011-1101
T 0---1101101
T -0--1101101
T --0-1101101
T ---01101101
T 000-111--11
T 00-0111--11
T 0-00111--11
T -000111--11
T 00--1110-11
T 0-0-1110-11
T -00-1110-11
T 0--01110-11
T -0-01110-11
T --001110-11
T 00--111-011
T 0-0-111-011
T -00-111-011
T 0--0111-011
T -0-0111-011
T --00111-011
T 0---1110011
T -0--1110011
T --0-1110011
T ---01110011
T 000-111-1-1
T 00-0111-1-1
T 0-00111-1-1
T -000111-1-1
T 00--11101-1
T 0-0-11101-1
T -00-11101-1
T 0--011101-1
T -0-011101-1
T --0011101-1
T 00--111-101
T 0-0-111-101
T -00-111-101
T 0--0111-101
T -0-0111-101
T --00111-101
T 0---1110101
T -0--1110101
T --0-1110101
T ---01110101
T 000-1111--1
T 00-01111--1
T 0-001111--1
T -0001111--1
T 00--11110-1
T 0-0-11110-1
T -00-11110-1
T 0--011110-1
T -0-011110-1
T --0011110-1
T 00--1111-01
T 0-0-1111-01
T -00-1111-01
T 0--01111-01
T -0-01111-01
T --001111-01
T 0---1111001
T -0--1111001
T --0-1111001
T ---01111001
T 0001---1111
T 00-10--1111
T 0-010--1111
T -0010--1111
T 00-1-0-1111
T 0-01-0-1111
T -001-0-1111
T 0--100-1111
T -0-100-1111
T --0100-1111
T 00-1--01111
T 0-01--01111
T -001--01111
T 0--10-01111
T -0-10-01111
T --010-01111
T 0--1-001111
T -0-1-001111
T --01-001111
T ---10001111
T 0001--1-111
T 00-10-1-111
T 0-010-1-111
T -0010-1-111
T 00-1-01-111
T 0-01-01-111
T -001-01-111
T 0--1001-111
T -0-1001-111
T --01001-111
T 00-1--10111
T 0-01--10111
T -001--10111
T 0--10-10111
T -0-10-10111
T --010-10111
T 0--1-010111
T -0-1-010111
T --01-010111
T ---10010111
T 0001--11-11
T 00-10-11-11
T 0-010-11-11
T -0010-11-11
T 00-1-011-11
T 0-01-011-11
T -001-011-11
T 0--10011-11
T -0-10011-11
T --010011-11
T 00-1--11011
T 0-01--11011
T -001--11011
T 0--10-11011
T -0-10-11011
T --010-11011
T 0--1-011011
T -0-1-011011
T --01-011011
T ---10011011
T 0001--111-1
T 00-10-111-1
T 0-010-111-1
T -0010-111-1
T 00-1-0111-1
T 0-01-0111-1
T -001-0111-1
T 0--100111-1
T -0-100111-1
T --0100111-1
T 00-1--11101
T 0-01--11101
T -001--11101
T 0--10-11101
T -0-10-11101
T --010-11101
T 0--1-011101
T -0-1-011101
T --01-011101
T ---10011101
T 0001-1--111
T 00-101--111
T 0-0101--111
T -00101--111
T 00-1-10-111
T 0-01-10-111
T -001-10-111
T 0--1010-111
T -0-1010-111
T --01010-111
T 00-1-1-0111
T 0-01-1-0111
T -001-1-0111
T 0--101-0111
T -0-101-0111
T --0101-0111
T 0--1-100111
T -0-1-100111
T --01-100111
T ---10100111
T 0001-1-1-11
T 00-101-1-11
T 0-0101-1-11
T -00101-1-11
T 00-1-101-11
T 0-01-101-11
T -001-101-11
T 0--10101-11
T -0-10101-11
T --010101-11
T 00-1-1-1011
T 0-01-1-1011
T -001-1-1011
T 0--101-1011
T -0-101-1011
T --0101-1011
T 0--1-101011
T -0-1-101011
T --01-101011
T ---10101011
T 0001-1-11-1
T 00-101-11-1
T 0-0101-11-1
T -00101-11-1
T 00-1-1011-1
T 0-01-1011-1
T -001-1011-1
T 0--101011-1
T -0-101011-1
T --0101011-1
T 00-1-1-1101
T 0-01-1-1101
T -001-1-1101
T 0--101-1101
T -0-101-1101
T --0101-1101
T 0--1-101101
T -0-1-101101
T --01-101101
T ---10101101
T 0001-11--11
T 00-1011--11
T 0-01011--11
T -001011--11
T 00-1-110-11
T 0-01-110-11
T -001-110-11
T 0--10110-11
T -0-10110-11
T --010110-11
T 00-1-11-011
T 0-01-11-011
T -001-11-011
T 0--1011-011
T -0-1011-011
T --01011-011
T 0--1-110011
T -0-1-110011
T --01-110011
T ---10110011
T 0001-11-1-1
T 00-1011-1-1
T 0-01011-1-1
T -001011-1-1
T 00-1-1101-1
T 0-01-1101-1
T -001-1101-1
T 0--101101-1
T -0-101101-1
T --0101101-1
T 00-1-11-101
T 0-01-11-101
T -001-11-101
T 0--1011-101
T -0-1011-101
T --01011-101
T 0--1-110101
T -0-1-110101
T --01-110101
T ---10110101
T 0001-111--1
T 00-10111--1
T 0-010111--1
T -0010111--1
T 00-1-1110-1
T 0-01-1110-1
T -001-1110-1
T 0--101110-1
T -0-101110-1
T --0101110-1
T 00-1-111-01
T 0-01-111-01
T -001-111-01
T 0--10111-01
T -0-10111-01
T --010111-01
T 0--1-111001
T -0-1-111001
T --01-111001
T ---10111001
T 00011---111
T 00-110--111
T 0-0110--111
T -00110--111
T 00-11-0-111
T 0-011-0-111
T -0011-0-111
T 0--1100-111
T -0-1100-111
T --01100-111
T 00-11--0111
T 0-011--0111
T -0011--0111
T 0--110-0111
T -0-110-0111
T --0110-0111
T 0--11-00111
T -0-11-00111
T --011-00111
T ---11000111
T 00011--1-11
T 00-110-1-11
T 0-0110-1-11
T -00110-1-11
T 00-11-01-11
T 0-011-01-11
T -0011-01-11
T 0--11001-11
T -0-11001-11
T --011001-11
T 00-11--1011
T 0-011--1011
T -0011--1011
T 0--110-1011
T -0-110-1011
T --0110-1011
T 0--11-01011
T -0-11-01011
T --011-01011
T ---11001011
T 00011--11-1
T 00-110-11-1
T 0-0110-11-1
T -00110-11-1
T 00-11-011-1
T 0-011-011-1
T -0011-011-1
T 0--110011-1
T -0-110011-1
T --0110011-1
T 00-11--1101
T 0-011--1101
T -0011--1101
T 0--110-1101
T -0-110-1101
T --0110-1101
T 0--11-01101
T -0-11-01101
T --011-01101
T ---11001101
T 00011-1--11
T 00-1101--11
T 0-01101--11
T -001101--11
T 00-11-10-11
T 0-011-10-11
T -0011-10-11
T 0--11010-11
T -0-11010-11
T --011010-11
T 00-11-1-011
T 0-011-1-011
T -0011-1-011
T 0--1101-011
T -0-1101-011
T --01101-011
T 0--11-10011
T -0-11-10011
T --011-10011
T 00011-1-1-1
T 00-1101-1-1
T 0-01101-1-1
T -001101-1-1
T 00-11-101-1
T 0-011-101-1
T -0011-101-1
T 0--110101-1
T -0-110101-1
T --0110101-1
T 00-11-1-101
T 0-011-1-101
T -0011-1-101
T 0--1101-101
T -0-1101-101
T --01101-101
T 0--11-10101
T -0-11-10101
T --011-10101
T 00011-11--1
T 00-11011--1
T 0-011011--1
T -0011011--1
T 00-11-110-1
T 0-011-110-1
T -0011-110-1
T 0--110110-1
T -0-110110-1
T --0110110-1
T 00-11-11-01
T 0-011-11-01
T -0011-11-01
T 0--11011-01
T -0-11011-01
T --011011-01
T 0--11-11001
T -0-11-11001
T --011-11001
T 000111---11
T 00-1110--11
T 0-01110--11
T -001110--11
T 00-111-0-11
T 0-0111-0-11
T -00111-0-11
T 0--11100-11
T -0-11100-11
T --011100-11
T 00-111--011
T 0-0111--011
T -00111--011
T 0--1110-011
T -0-1110-011
T --01110-011
T 0--111-0011
T -0-111-0011
T --0111-0011
T 000111--1-1
T 00-1110-1-1
T 0-01110-1-1
T -001110-1-1
T 00-111-01-1
T 0-0111-01-1
T -00111-01-1
T 0--111001-1
T -0-111001-1
T --0111001-1
T 00-111--101
T 0-0111--101
T -00111--101
T 0--1110-101
T -0-1110-101
T --01110-101
T 0--111-0101
T -0-111-0101
T --0111-0101
T 000111-1--1
T 00-11101--1
T 0-011101--1
T -0011101--1
T 00-111-10-1
T 0-0111-10-1
T -00111-10-1
T 0--111010-1
T -0-111010-1
T --0111010-1
T 00-111-1-01
T 0-0111-1-01
T -00111-1-01
T 0--11101-01
T -0-11101-01
T --011101-01
T 0--111-1001
T -0-111-1001
T --0111-1001
T 0001111---1
T 00-11110--1
T 0-011110--1
T -0011110--1
T 00-1111-0-1
T 0-01111-0-1
T -001111-0-1
T 0--111100-1
T -0-111100-1
T --0111100-1
T 00-1111--01
T 0-01111--01
T -001111--01
T 0--11110-01
T -0-11110-01
T --011110-01
T 0--1111-001
T -0-1111-001
T --01111-001
T 0010---1111
T 001-0--1111
T 0-100--1111
T -0100--1111
T 001--0-1111
T 0-10-0-1111
T -010-0-1111
T 0-1-00-1111
T -01-00-1111
T --1000-1111
T 001---01111
T 0-10--01111
T -010--01111
T 0-1-0-01111
T -01-0-01111
T --100-01111
T 0-1--001111
T -01--001111
T --10-001111
T --1-0001111
T 0010--1-111
T 001-0-1-111
T 0-100-1-111
T -0100-1-111
T 001--01-111
T 0-10-01-111
T -010-01-111
T 0-1-001-111
T -01-001-111
T --10001-111
T 001---10111
T 0-10--10111
T -010--10111
T 0-1-0-10111
T -01-0-10111
T --100-10111
T 0-1--010111
T -01--010111
T --10-010111
T --1-0010111
T 0010--11-11
T 001-0-11-11
T 0-100-11-11
T -0100-11-11
T 001--011-11
T 0-10-011-11
T -010-011-11
T 0-1-0011-11
T -01-0011-11
T --100011-11
T 001---11011
T 0-10--11011
T -010--11011
T 0-1-0-11011
T -01-0-11011
T --100-11011
T 0-1--011011
T -01--011011
T --10-011011
T --1-0011011
T 0010--111-1
T 001-0-111-1
T 0-100-111-1
T -0100-111-1
T 001--0111-1
T 0-10-0111-1
T -010-0111-1
T 0-1-00111-1
T -01-00111-1
T --1000111-1
T 001---11101
T 0-10--11101
T -010--11101
T 0-1-0-11101
T -01-0-11101
T --100-11101
T 0-1--011101
T -01--011101
T --10-011101
T --1-0011101
T 0010-1--111
T 001-01--111
T 0-1001--111
T -01001--111
T 001--10-111
T 0-10-10-111
T -010-10-111
T 0-1-010-111
T -01-010-111
T --10010-111
T 001--1-0111
T 0-10-1-0111
T -010-1-0111
T 0-1-01-0111
T -01-01-0111
T --1001-0111
T 0-1--100111
T -01--100111
T --10-100111
T --1-0100111
T 0010-1-1-11
T 001-01-1-11
T 0-1001-1-11
T -01001-1-11
T 001--101-11
T 0-10-101-11
T -010-101-11
T 0-1-0101-11
T -01-0101-11
T --100101-11
T 001--1-1011
T 0-10-1-1011
T -010-1-1011
T 0-1-01-1011
T -01-01-1011
T --1001-1011
T 0-1--101011
T -01--101011
T --10-101011
T --1-0101011
T 0010-1-11-1
T 001-01-11-1
T 0-1001-11-1
T -01001-11-1
T 001--1011-1
T 0-10-1011-1
T -010-1011-1
T 0-1-01011-1
T -01-01011-1
T --1001011-1
T 001--1-1101
T 0-10-1-1101
T -010-1-1101
T 0-1-01-1101
T -01-01-1101
T --1001-1101
T 0-1--101101
T -01--101101
T --10-101101
T --1-0101101
T 0010-11--11
T 001-011--11
T 0-10011--11
T -010011--11
T 001--110-11
T 0-10-110-11
T -010-110-11
T 0-1-0110-11
T -01-0110-11
T --100110-11
T 001--11-011
T 0-10-11-011
T -010-11-011
T 0-1-011-011
T -01-011-011
T --10011-011
T 0-1--110011
T -01--110011
T --10-110011
T --1-0110011
T 0010-11-1-1
T 001-011-1-1
T 0-10011-1-1
T -010011-1-1
T 001--1101-1
T 0-10-1101-1
T -010-1101-1
T 0-1-01101-1
T -01-01101-1
T --1001101-1
T 001--11-101
T 0-10-11-101
T -010-11-101
T 0-1-011-101
T -01-011-101
T --10011-101
T 0-1--110101
T -01--110101
T --10-110101
T --1-0110101
T 0010-111--1
T 001-0111--1
T 0-100111--1
T -0100111--1
T 001--1110-1
T 0-10-1110-1
T -010-1110-1
T 0-1-01110-1
T -01-01110-1
T --1001110-1
T 001--111-01
T 0-10-111-01
T -010-111-01
T 0-1-0111-01
T -01-0111-01
T --100111-01
T 0-1--111001
T -01--111001
T --10-111001
T --1-0111001
T 00101---111
T 001-10--111
T 0-1010--111
T -01010--111
T 001-1-0-111
T 0-101-0-111
T -0101-0-111
T 0-1-100-111
T -01-100-111
T --10100-111
T 001-1--0111
T 0-101--0111
T -0101--0111
T 0-1-10-0111
T -01-10-0111
T --1010-0111
T 0-1-1-00111
T -01-1-00111
T --101-00111
T --1-1000111
T 00101--1-11
T 001-10-1-11
T 0-1010-1-11
T -01010-1-11
T 001-1-01-11
T 0-101-01-11
T -0101-01-11
T 0-1-1001-11
T -01-1001-11
T --101001-11
T 001-1--1011
T 0-101--1011
T -0101--1011
T 0-1-10-1011
T -01-10-1011
T --1010-1011
T 0-1-1-01011
T -01-1-01011
T --101-01011
T --1-1001011
T 00101--11-1
T 001-10-11-1
T 0-1010-11-1
T -01010-11-1
T 001-1-011-1
T 0-101-011-1
T -0101-011-1
T 0-1-10011-1
T -01-10011-1
T --1010011-1
T 001-1--1101
T 0-101--1101
T -0101--1101
T 0-1-10-1101
T -01-10-1101
T --1010-1101
T 0-1-1-01101
T -01-1-01101
T --101-01101
T --1-1001101
T 00101-1--11
T 001-101--11
T 0-10101--11
T -010101--11
T 001-1-10-11
T 0-101-10-11
T -0101-10-11
T 0-1-1010-11
T -01-1010-11
T --101010-11
T 001-1-1-011
T 0-101-1-011
T -0101-1-011
T 0-1-101-011
T -01-101-011
T --10101-011
T 0-1-1-10011
T -01-1-10011
T --101-10011
T 00101-1-1-1
T 001-101-1-1
T 0-10101-1-1
T -010101-1-1
T 001-1-101-1
T 0-101-101-1
T -0101-101-1
T 0-1-10101-1
T -01-10101-1
T --1010101-1
T 001-1-1-101
T 0-101-1-101
T -0101-1-101
T 0-1-101-101
T -01-101-101
T --10101-101
T 0-1-1-10101
T -01-1-10101
T --101-10101
T 00101-11--1
T 001-1011--1
T 0-101011--1
T -0101011--1
T 001-1-110-1
T 0-101-110-1
T -0101-110-1
T 0-1-10110-1
T -01-10110-1
T --1010110-1
T 001-1-11-01
T 0-101-11-01
T -0101-11-01
T 0-1-1011-01
T -01-1011-01
T --101011-01
T 0-1-1-11001
T -01-1-11001
T --101-11001
T 001011---11
T 001-110--11
T 0-10110--11
T -010110--11
T 001-11-0-11
T 0-1011-0-11
T -01011-0-11
T 0-1-1100-11
T -01-1100-11
T --101100-11
T 001-11--011
T 0-1011--011
T -01011--011
T 0-1-110-011
T -01-110-011
T --10110-011
T 0-1-11-0011
T -01-11-0011
T --1011-0011
T 001011--1-1
T 001-110-1-1
T 0-10110-1-1
T -010110-1-1
T 001-11-01-1
T 0-1011-01-1
T -01011-01-1
T 0-1-11001-1
T -01-11001-1
T --1011001-1
T 001-11--101
T 0-1011--101
T -01011--101
T 0-1-110-101
T -01-110-101
T --10110-101
T 0-1-11-0101
T -01-11-0101
T --1011-0101
T 001011-1--1
T 001-1101--1
T 0-101101--1
T -0101101--1
T 001-11-10-1
T 0-1011-10-1
T -01011-10-1
T 0-1-11010-1
T -01-11010-1
T --1011010-1
T 001-11-1-01
T 0-1011-1-01
T -01011-1-01
T 0-1-1101-01
T -01-1101-01
T --101101-01
T 0-1-11-1001
T -01-11-1001
T --1011-1001
T 0010111---1
T 001-1110--1
T 0-101110--1
T -0101110--1
T 001-111-0-1
T 0-10111-0-1
T -010111-0-1
T 0-1-11100-1
T -01-11100-1
T --1011100-1
T 001-111--01
T 0-10111--01
T -010111--01
T 0-1-1110-01
T -01-1110-01
T --101110-01
T 0-1-111-001
T -01-111-001
T --10111-001
T 00110---111
T 0011-0--111
T 0-1100--111
T -01100--111
T 0011--0-111
T 0-110-0-111
T -0110-0-111
T 0-11-00-111
T -011-00-111
T --11000-111
T 0011---0111
T 0-110--0111
T -0110--0111
T 0-11-0-0111
T -011-0-0111
T --1100-0111
T 0-11--00111
T -011--00111
T --110-00111
T --11-000111
T 00110--1-11
T 0011-0-1-11
T 0-1100-1-11
T -01100-1-11
T 0011--01-11
T 0-110-01-11
T -0110-01-11
T 0-11-001-11
T -011-001-11
T --110001-11
T 0011---1011
T 0-110--1011
T -0110--1011
T 0-11-0-1011
T -011-0-1011
T --1100-1011
T 0-11--01011
T -011--01011
T --110-01011
T --11-001011
T 00110--11-1
T 0011-0-11-1
T 0-1100-11-1
T -01100-11-1
T 0011--011-1
T 0-110-011-1
T -0110-011-1
T 0-11-0011-1
T -011-0011-1
T --1100011-1
T 0011---1101
T 0-110--1101
T -0110--1101
T 0-11-0-1101
T -011-0-1101
T --1100-1101
T 0-11--01101
T -011--01101
T --110-01101
T --11-001101
T 00110-1--11
T 0011-01--11
T 0-11001--11
T -011001--11
T 0011--10-11
T 0-110-10-11
T -0110-10-11
T 0-11-010-11
T -011-010-11
T --110010-11
T 0011--1-011
T 0-110-1-011
T -0110-1-011
T 0-11-01-011
T -011-01-011
T --11001-011
T 0-11--10011
T -011--10011
T --110-10011
T 00110-1-1-1
T 0011-01-1-1
T 0-11001-1-1
T -011001-1-1
T 0011--101-1
T 0-110-101-1
T -0110-101-1
T 0-11-0101-1
T -011-0101-1
T --1100101-1
T 0011--1-101
T 0-110-1-101
T -0110-1-101
T 0-11-01-101
T -011-01-101
T --11001-101
T 0-11--10101
T -011--10101
T --110-10101
T 00110-11--1
T 0011-011--1
T 0-110011--1
T -0110011--1
T 0011--110-1
T 0-110-110-1
T -0110-110-1
T 0-11-0110-1
T -011-0110-1
T --1100110-1
T 0011--11-01
T 0-110-11-01
T -0110-11-01
T 0-11-011-01
T -011-011-01
T --110011-01
T 0-11--11001
T -011--11001
T --110-11001
T 001101---11
T 0011-10--11
T 0-11010--11
T -011010--11
T 0011-1-0-11
T 0-1101-0-11
T -01101-0-11
T 0-11-100-11
T -011-100-11
T --110100-11
T 0011-1--011
T 0-1101--011
T -01101--011
T 0-11-10-011
T -011-10-011
T --11010-011
T 0-11-1-0011
T -011-1-0011
T --1101-0011
T 001101--1-1
T 0011-10-1-1
T 0-11010-1-1
T -011010-1-1
T 0011-1-01-1
T 0-1101-01-1
T -01101-01-1
T 0-11-1001-1
T -011-1001-1
T --1101001-1
T 0011-1--101
T 0-1101--101
T -01101--101
T 0-11-10-101
T -011-10-101
T --11010-101
T 0-11-1-0101
T -011-1-0101
T --1101-0101
T 001101-1--1
T 0011-101--1
T 0-110101--1
T -0110101--1
T 0011-1-10-1
T 0-1101-10-1
T -01101-10-1
T 0-11-1010-1
T -011-1010-1
T --1101010-1
T 0011-1-1-01
T 0-1101-1-01
T -01101-1-01
T 0-11-101-01
T -011-101-01
T --110101-01
T 0-11-1-1001
T -011-1-1001
T --1101-1001
T 0011011---1
T 0011-110--1
T 0-110110--1
T -0110110--1
T 0011-11-0-1
T 0-11011-0-1
T -011011-0-1
T 0-11-1100-1
T -011-1100-1
T --1101100-1
T 0011-11--01
T 0-11011--01
T -011011--01
T 0-11-110-01
T -011-110-01
T --110110-01
T 0-11-11-001
T -011-11-001
T --11011-001
T 001110---11
T 00111-0--11
T 0-11100--11
T -011100--11
T 00111--0-11
T 0-1110-0-11
T -01110-0-11
T 0-111-00-11
T -0111-00-11
T --111000-11
T 00111---011
T 0-1110--011
T -01110--011
T 0-111-0-011
T -0111-0-011
T --11100-011
T 0-111--0011
T -0111--0011
T 001110--1-1
T 00111-0-1-1
T 0-11100-1-1
T -011100-1-1
T 00111--01-1
T 0-1110-01-1
T -01110-01-1
T 0-111-001-1
T -0111-001-1
T --1110001-1
T 00111---101
T 0-1110--101
T -01110--101
T 0-111-0-101
T -0111-0-101
T --11100-101
T 0-111--0101
T -0111--0101
T 001110-1--1
T 00111-01--1
T 0-111001--1
T -0111001--1
T 00111--10-1
T 0-1110-10-1
T -01110-10-1
T 0-111-010-1
T -0111-010-1
T --1110010-1
T 00111--1-01
T 0-1110-1-01
T -01110-1-01
T 0-111-01-01
T -0111-01-01
T --111001-01
T 0-111--1001
T -0111--1001
T 0011101---1
T 00111-10--1
T 0-111010--1
T -0111010--1
T 00111-1-0-1
T 0-11101-0-1
T -011101-0-1
T 0-111-100-1
T -0111-100-1
T 00111-1--01
T 0-11101--01
T -011101--01
T 0-111-10-01
T -0111-10-01
T 0-111-1-001
T -0111-1-001
T 0011110---1
T 001111-0--1
T 0-111100--1
T -0111100--1
T 001111--0-1
T 0-11110-0-1
T -011110-0-1
T 0-1111-00-1
T -01111-00-1
T 001111---01
T 0-11110--01
T -011110--01
T 0-1111-0-01
T -01111-0-01
T 0-1111--001
T -01111--001
T 0100---1111
T 010-0--1111
T 01-00--1111
T -1000--1111
T 010--0-1111
T 01-0-0-1111
T -100-0-1111
T 01--00-1111
T -10-00-1111
T -1-000-1111
T 010---01111
T 01-0--01111
T -100--01111
T 01--0-01111
T -10-0-01111
T -1-00-01111
T 01---001111
T -10--001111
T -1-0-001111
T -1--0001111
T 0100--1-111
T 010-0-1-111
T 01-00-1-111
T -1000-1-111
T 010--01-111
T 01-0-01-111
T -100-01-111
T 01--001-111
T -10-001-111
T -1-0001-111
T 010---10111
T 01-0--10111
T -100--10111
T 01--0-10111
T -10-0-10111
T -1-00-10111
T 01---010111
T -10--010111
T -1-0-010111
T -1--0010111
T 0100--11-11
T 010-0-11-11
T 01-00-11-11
T -1000-11-11
T 010--011-11
T 01-0-011-11
T -100-011-11
T 01--0011-11
T -10-0011-11
T -1-00011-11
T 010---11011
T 01-0--11011
T -100--11011
T 01--0-11011
T -10-0-11011
T -1-00-11011
T 01---011011
T -10--011011
T -1-0-011011
T -1--0011011
T 0100--111-1
T 010-0-111-1
T 01-00-111-1
T -1000-111-1
T 010--0111-1
T 01-0-0111-1
T -100-0111-1
T 01--00111-1
T -10-00111-1
T -1-000111-1
T 010---11101
T 01-0--11101
T -100--11101
T 01--0-11101
T -10-0-11101
T -1-00-11101
T 01---011101
T -10--011101
T -1-0-011101
T -1--0011101
T 0100-1--111
T 010-01--111
T 01-001--111
T -10001--111
T 010--10-111
T 01-0-10-111
T -100-10-111
T 01--010-111
T -10-010-111
T -1-0010-111
T 010--1-0111
T 01-0-1-0111
T -100-1-0111
T 01--01-0111
T -10-01-0111
T -1-001-0111
T 01---100111
T -10--100111
T -1-0-100111
T -1--0100111
T 0100-1-1-11
T 010-01-1-11
T 01-001-1-11
T -10001-1-11
T 010--101-11
T 01-0-101-11
T -100-101-11
T 01--0101-11
T -10-0101-11
T -1-00101-11
T 010--1-1011
T 01-0-1-1011
T -100-1-1011
T 01--01-1011
T -10-01-1011
T -1-001-1011
T 01---101011
T -10--101011
T -1-0-101011
T -1--0101011
T 0100-1-11-1
T 010-01-11-1
T 01-001-11-1
T -10001-11-1
T 010--1011-1
T 01-0-1011-1
T -100-1011-1
T 01--01011-1
T -10-01011-1
T -1-001011-1
T 010--1-1101
T 01-0-1-1101
T -100-1-1101
T 01--01-1101
T -10-01-1101
T -1-001-1101
T 01---101101
T -10--101101
T -1-0-101101
T -1--0101101
T 0100-11--11
T 010-011--11
T 01-0011--11
T -100011--11
T 010--110-11
T 01-0-110-11
T -100-110-11
T 01--0110-11
T -10-0110-11
T -1-00110-11
T 010--11-011
T 01-0-11-011
T -100-11-011
T 01--011-011
T -10-011-011
T -1-0011-011
T 01---110011
T -10--110011
T -1-0-110011
T -1--0110011
T 0100-11-1-1
T 010-011-1-1
T 01-0011-1-1
T -100011-1-1
T 010--1101-1
T 01-0-1101-1
T -100-1101-1
T 01--01101-1
T -10-01101-1
T -1-001101-1
T 010--11-101
T 01-0-11-101
T -100-11-101
T 01--011-101
T -10-011-101
T -1-0011-101
T 01---110101
T -10--110101
T -1-0-110101
T -1--0110101
T 0100-111--1
T 010-0111--1
T 01-00111--1
